open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore
1560345600000,7968.69000000,7968.70000000,7960.09000000,7963.00000000,9.35386200,1560345659999,74488.09940771,206,4.00852900,31922.59388436,0
1560345660000,7961.66000000,7963.99000000,7960.09000000,7960.09000000,6.78614000,1560345719999,54027.88428051,144,3.43056200,27314.23472085,0
1560345720000,7961.87000000,7965.62000000,7960.06000000,7964.49000000,9.74425600,1560345779999,77580.52797530,169,6.92511200,55137.07671837,0
1560345780000,7964.48000000,7967.19000000,7963.99000000,7967.19000000,10.29436000,1560345839999,82002.87369982,142,7.81553600,62259.16878049,0
1560345840000,7967.19000000,7969.96000000,7966.25000000,7967.08000000,8.55112600,1560345899999,68133.00399646,118,6.11679900,48738.33002213,0
1560345900000,7966.66000000,7966.93000000,7962.45000000,7964.02000000,7.90795700,1560345959999,62988.05452528,140,5.50287400,43831.68315300,0
1560345960000,7962.46000000,7966.38000000,7958.61000000,7962.91000000,8.20728000,1560346019999,65346.39753595,144,4.28066400,34081.59847517,0
1560346020000,7962.85000000,7963.86000000,7960.44000000,7961.60000000,8.04064900,1560346079999,64014.27607320,124,2.69289400,21441.33961894,0
1560346080000,7961.58000000,7962.54000000,7958.32000000,7959.42000000,8.70017100,1560346139999,69253.58182182,157,2.74647400,21861.69775475,0
1560346140000,7959.57000000,7962.58000000,7959.57000000,7962.58000000,7.08882700,1560346199999,56435.34785040,127,3.43906400,27378.31625181,0
1560346200000,7961.02000000,7967.94000000,7961.02000000,7964.71000000,10.38730600,1560346259999,82719.41990624,203,4.63227600,36887.60460507,0
1560346260000,7964.60000000,7964.60000000,7959.39000000,7961.76000000,11.44514300,1560346319999,91118.97958406,178,4.33460200,34512.70666329,0
1560346320000,7959.42000000,7961.65000000,7951.07000000,7953.36000000,32.07596200,1560346379999,255200.15438480,363,9.39301600,74719.86701818,0
1560346380000,7954.20000000,7956.47000000,7945.00000000,7949.92000000,18.30226000,1560346439999,145522.40901797,334,4.90789400,39026.73950407,0
1560346440000,7950.89000000,7955.91000000,7947.39000000,7955.86000000,23.03230000,1560346499999,183172.61721457,185,17.09125700,135921.74457744,0
1560346500000,7955.89000000,7959.04000000,7948.75000000,7951.22000000,19.20358000,1560346559999,152744.09347276,155,4.13577100,32895.08786846,0
1560346560000,7951.27000000,7955.06000000,7950.00000000,7953.39000000,15.88625600,1560346619999,126362.14058001,130,2.32225100,18467.60486413,0
1560346620000,7953.29000000,7968.58000000,7951.16000000,7965.28000000,18.66347900,1560346679999,148580.85395232,277,14.55561600,115878.54684954,0
1560346680000,7967.42000000,7968.24000000,7959.85000000,7960.49000000,9.19673800,1560346739999,73229.18404487,151,2.62361900,20891.44600411,0
1560346740000,7960.00000000,7965.88000000,7960.00000000,7963.87000000,3.75154500,1560346799999,29876.09307442,119,2.40242600,19132.10210247,0
1560346800000,7963.74000000,7966.11000000,7963.00000000,7963.86000000,6.38861500,1560346859999,50880.17583664,122,4.73959300,37747.12444334,0
1560346860000,7964.46000000,7968.97000000,7963.92000000,7968.96000000,6.57285200,1560346919999,52367.18405248,151,4.05285300,32289.35078963,0
1560346920000,7968.97000000,7976.12000000,7968.00000000,7973.72000000,22.66751900,1560346979999,180705.45847005,213,8.83371600,70417.60272711,0
1560346980000,7973.72000000,7975.50000000,7968.00000000,7972.09000000,10.29794000,1560347039999,82077.10016857,144,3.01316800,24021.94865166,0
1560347040000,7973.27000000,7973.48000000,7968.45000000,7972.31000000,6.39525900,1560347099999,50981.04667410,142,2.69762100,21505.58065718,0
1560347100000,7970.94000000,7976.64000000,7967.05000000,7970.11000000,10.65698400,1560347159999,84961.02884178,203,6.50113300,51837.28066278,0
1560347160000,7968.12000000,7974.08000000,7967.53000000,7971.75000000,9.94562100,1560347219999,79275.39307563,170,5.77502200,46035.40914165,0
1560347220000,7971.75000000,7975.00000000,7971.00000000,7973.13000000,10.99963600,1560347279999,87706.52934502,176,4.91286500,39175.01933167,0
1560347280000,7972.74000000,7988.20000000,7972.49000000,7985.80000000,47.95124600,1560347339999,382760.46062883,478,40.41739000,322619.19968720,0
1560347340000,7984.60000000,7993.62000000,7982.33000000,7985.49000000,33.78434300,1560347399999,269868.92937706,313,18.38066900,146850.63380354,0
1560347400000,7986.80000000,7990.00000000,7985.12000000,7988.75000000,8.45412500,1560347459999,67537.86303346,169,4.36036000,34836.31312174,0
1560347460000,7988.75000000,7989.93000000,7982.76000000,7986.23000000,11.44121300,1560347519999,91382.86955962,213,4.62436300,36938.68007690,0
1560347520000,7986.68000000,7986.68000000,7980.57000000,7982.52000000,17.07641600,1560347579999,136348.50262712,215,4.12683000,32953.30512725,0
1560347580000,7982.52000000,7988.01000000,7980.98000000,7987.15000000,11.85768600,1560347639999,94679.42021633,180,9.37949800,74890.26785562,0
1560347640000,7987.15000000,7988.49000000,7983.15000000,7983.15000000,9.83602100,1560347699999,78558.00320253,220,4.25944000,34021.31783599,0
1560347700000,7983.73000000,7986.05000000,7976.79000000,7985.55000000,20.42124500,1560347759999,163017.65008743,237,14.39832600,114959.57868945,0
1560347760000,7982.77000000,7984.78000000,7978.09000000,7979.73000000,6.40202000,1560347819999,51102.99412987,188,3.81524300,30454.09925331,0
1560347820000,7980.85000000,7983.84000000,7977.92000000,7981.92000000,14.29861800,1560347879999,114116.51177927,191,10.23534600,81692.92539131,0
1560347880000,7983.15000000,7983.16000000,7978.27000000,7979.68000000,10.92527700,1560347939999,87187.93339853,180,6.13538900,48964.56331806,0
1560347940000,7981.44000000,7985.99000000,7979.39000000,7981.22000000,6.09616900,1560347999999,48663.66402904,164,3.21729500,25683.95046959,0
1560348000000,7981.16000000,7983.80000000,7974.84000000,7974.84000000,12.16330100,1560348059999,97047.51248860,201,6.66481700,53178.57169257,0
1560348060000,7974.84000000,7976.66000000,7963.15000000,7968.00000000,40.04860200,1560348119999,319166.47826455,421,5.25857700,41910.60756283,0
1560348120000,7968.00000000,7968.17000000,7958.01000000,7966.49000000,26.70563200,1560348179999,212652.27075392,270,9.27566000,73874.42805962,0
1560348180000,7968.00000000,7971.00000000,7965.69000000,7969.25000000,11.66463400,1560348239999,92952.83116877,147,5.83343000,46488.02727100,0
1560348240000,7970.14000000,7978.78000000,7968.38000000,7975.16000000,20.16464300,1560348299999,160799.41096383,333,11.74296000,93653.30489155,0
1560348300000,7976.22000000,7978.15000000,7967.26000000,7967.58000000,27.92197800,1560348359999,222623.83971374,219,5.90435800,47057.98838271,0
1560348360000,7968.74000000,7972.07000000,7960.00000000,7963.56000000,42.03121500,1560348419999,334822.12747427,226,12.04247800,95937.66676863,0
1560348420000,7964.52000000,7965.00000000,7960.00000000,7962.93000000,11.54774600,1560348479999,91959.16781177,169,8.42437600,67089.78320190,0
1560348480000,7962.68000000,7972.25000000,7960.00000000,7972.20000000,201.99563700,1560348539999,1608853.07367833,416,196.42391200,1564487.50312854,0
1560348540000,7969.55000000,7972.18000000,7963.77000000,7964.35000000,23.30112700,1560348599999,185615.95917355,203,8.74463600,69667.25762422,0
1560348600000,7965.17000000,7967.91000000,7963.66000000,7966.23000000,20.92490200,1560348659999,166661.19340018,242,4.41908000,35202.24923787,0
1560348660000,7965.41000000,7967.65000000,7958.20000000,7960.76000000,22.00468300,1560348719999,175211.17573419,283,10.92554400,86995.75454129,0
1560348720000,7960.04000000,7962.93000000,7960.00000000,7960.85000000,65.18396300,1560348779999,518877.73617184,278,6.32827600,50382.25212401,0
1560348780000,7960.85000000,7962.50000000,7955.18000000,7955.56000000,79.27401400,1560348839999,630993.85185936,311,11.57311000,92101.72167781,0
1560348840000,7955.58000000,7960.09000000,7951.07000000,7951.96000000,14.34848500,1560348899999,114151.04669166,293,7.36346100,58584.98837718,0
1560348900000,7951.15000000,7951.95000000,7909.90000000,7918.65000000,195.73912000,1560348959999,1552033.12941609,1818,81.58224500,646846.77577679,0
1560348960000,7919.86000000,7936.62000000,7916.90000000,7926.21000000,76.57183700,1560349019999,607013.97414006,801,32.08306200,254469.64940982,0
1560349020000,7923.82000000,7935.25000000,7922.02000000,7933.45000000,40.65103600,1560349079999,322375.03033238,346,18.85051700,149494.85322876,0
1560349080000,7933.42000000,7936.12000000,7920.00000000,7926.78000000,45.82344600,1560349139999,363225.62392426,496,20.58288600,163156.21501099,0
1560349140000,7923.93000000,7941.62000000,7923.00000000,7940.24000000,27.97859800,1560349199999,221941.27223845,264,23.43800800,185935.98148139,0
1560349200000,7942.24000000,7944.05000000,7931.21000000,7934.46000000,32.44529300,1560349259999,257621.47356024,230,9.63005700,76468.23444856,0
1560349260000,7933.30000000,7937.71000000,7931.65000000,7932.30000000,9.87666400,1560349319999,78366.26541051,190,4.44136700,35240.44626661,0
